actor_id,actor_login,following
151042,zas,"18439,72680045,15186467,27751938,1056556,40707672,1401086,6179856,7412512,49745"
151042,zas,"72680045,15186467,27751938,1056556,40707672,1401086,6179856,7412512,49745"
151045,terrorobe,"26175,32458,88061,115592,195793,204585,309352,312590,821749,855369,1019302,1122786,1223657,1376121"
151052,kentr,*
151057,larntin,*
151058,ken39arg,"2277,3092,3420,3437,8991,10234,13610,16744,17096,18755,19299,26040,31937,36567,39471,43288,50988,67804,80381,100528,115636,120796,163168,177122,248093,966856,1930391,2058959,6813812"
151060,jvnill,1324178
151065,gnidan,"39182959,594670,542863,19329837,6601506,210755,33232379,12871,943555,55563517,4008213,49599193,47572531,420113,8851,878912,7441798,8718243,716965,4660487,6204356,37939117,1988485,22138672,4041733,382183,1079495,7332026,26778424,9222331,136589,2506825,138426,44062,513929,1477978,1535001,706123,7756785,1474978,44281,8930559,27435595,237175,3990373,92629,5891649,1136297,9073706,102482,5048180,20808350,750276,6126593,5915546,21002431,5417918,753926,10402532,1706711,824194,17865,1591742,76703,618507,419984,2347227,1486351,1499984,14827965,5913,3281588,435708,28585,313286,312081,380976,519671,662932,1214815,3085321,203613,225261,416542,200575,1644023,1408837,641267,529686,506899,487807,348406,309138,243820,200728,198839,193926,144961,143796,57349,36135,26769"
151065,gnidan,"6285466,39182959,594670,542863,19329837,6601506,210755,33232379,12871,943555,55563517,4008213,49599193,47572531,420113,8851,878912,7441798,8718243,716965,4660487,6204356,37939117,1988485,22138672,4041733,382183,1079495,7332026,26778424,9222331,136589,2506825,138426,44062,513929,1477978,1535001,706123,7756785,1474978,44281,8930559,27435595,237175,3990373,92629,5891649,1136297,9073706,102482,5048180,20808350,750276,6126593,5915546,21002431,5417918,753926,10402532,1706711,824194,17865,1591742,76703,618507,419984,2347227,1486351,1499984,14827965,5913,3281588,435708,28585,313286,312081,380976,519671,662932,1214815,203613,225261,416542,200575,1644023,1408837,641267,529686,506899,487807,348406,309138,243820,200728,198839,193926,144961,143796,57349,36135,26769"
151068,mrecondo,"53362,730395,4185335"
151069,richardpoole,"10355,17579,25254,114509,230541,653756,861472,1220075,1254848,1259904,1445228,1447546,3149329,4489690,4493366,5421194,5628286,5647000,6202476,6331106,9064066,12534592,12565702,12904366,13792107,14792977,16336790,20194745,26136207,35034091,38128190,57376114,58872083"
151082,nschiefer,"119893,130490,285133,1298514"
151083,contactm,*
151084,andyinabox,"80,165,1378,4732,12005,12631,15598,23200,25254,28921,32407,34402,34536,35035,38729,39191,39759,40109,42218,43029,48240,48528,52586,56582,71751,73099,97088,108094,138526,142897,144000,150037,153270,155633,157106,161730,161773,190733,199849,220033,231686,238069,266111,266454,295733,300484,314997,321434,344861,346914,360233,361671,375002,378073,386408,399615,412966,492291,499192,518356,558076,599017,605474,613500,633012,654636,676599,686985,700826,737888,783625,805141,904059,943214,954279,957200,974878,1000469,1040420,1158033,1174430,1256957,1282577,1323402,1368238,1377730,1383811,1385996,1412793,1476785,1477362,1504069,1530949,1588066,1666992,2099089,2205020,2293641,2294194,2358067,2464817,2513889,2565617,2946681,2993637,3016418,3844944,4147089,4167938,4967343,5368028,5478782,5488045,5598957,6586890,6746680,6886202,7462489,8030961,8563847,10001418,10691377,11567025,11981648,13280995,13442634,21090861,21974228,23054741,25251160,35486837,51203780"
151087,blue119,"383,10111,17571,44368,46543,50894,53925,56241,61878,88208,89482,110953,127018,161631,173412,174509,181293,245306,251834,306544,478921,593231,678607,740461,748808,1024025,1904659,2946214,3424741,3725560,3771963,5152011,5781687,6161794,7896620,13198583,15137214,17970982,18013815"
151096,froydnj,*
151098,zship,*
151101,kunalashar,107561
151115,gdoteof,"283803,307277,630749,928444,1589118,4277105,5472189,11936386"
151117,sergeiten,"6843,10111,104145,183223,293805,375258,438920,526301,535880,554101,700826,1684673,2237452,3374574,4466899"
151138,nivardus,"399937,1045168"
151139,morganick,"4790,5015,9222,9582,9835,12242,17538,27628,34443,93691,139962,146013,181487,199471,339936,715175,1390709,1479215,1642095,2403023,4007316,17213441"
151152,graffen,"5782,18848,95136,116915,142405,249088,282398,374612,416524,462451,1070957,1912826,8179932,8754897,12470987,18144260"
151157,lotem,"5418570,3397377,20723,699636,7923857,10287709,13294467,8222638,20250663,8784712,4723751,290496,931984,96356,244384,10268288,2503423,7677088,1404381,47549,105929,1171408,5804615,4469383,1230389,1249753,59071,27529,161245,191332,240091,842419,700992,1156283,24796,1946266,2549316,946459,2331180,251435,639601,230655,35811,69308,910210,712232,439115,406724,259684,245270,23552,15856"
151157,lotem,"68557794,5418570,3397377,20723,699636,7923857,10287709,13294467,8222638,20250663,8784712,4723751,290496,931984,96356,244384,10268288,2503423,7677088,1404381,47549,105929,1171408,5804615,4469383,1230389,1249753,59071,27529,161245,191332,240091,842419,700992,1156283,24796,1946266,2549316,946459,2331180,251435,639601,230655,35811,69308,910210,712232,439115,406724,259684,245270,23552,15856"
151166,bjrn,"4732,309321,427614,464143,3446889,6928547,18524414"
151170,XelaRellum,"4200484,18293569"
151175,j4yk,"42910,74179,119279,560608,728098,733388,1406705,2033320,2368856,2436494,3034832,3923079,4180150,4313751,4463853,5099929,5636656,5711628,5717370,5765308,5766601,5768547,5830562,6774421,7058107,7229585,7382768,8030048,8182000,12158488,14113727,26160291,38782922"
151177,ccchiu,*
151184,sigtryggur,"67049,107387,110953,487188,1823617,2123033,3984202"
151190,gudezhi,82469
151194,laberning,"124909,188377,984686,6401299,7274351,10400745,14997424,28601741,35639879,49973666,57355997,82339657"
151195,CedricGatay,"29233,58958,150030,165225,196436,200892,240136,274061,320044,365778,414642,420572,452017,528173,553139,1024025,1065693,1171983,1690167,2310971,104233374"
151197,freebroccolo,*
151199,singalen,"5148377,5330967,13459304"
151206,jackkinsella,"1229,2095,8471,13961,26696,31866,45121,47434,62331,68591,94129,179281,329604,330725,357361,364824,365821,459700,697113,2228981,6261577,13253164,18748983,48996133"
151207,poshaughnessy,"2458,13508,20267,34030,35913,39191,39342,45510,48950,61794,89133,93594,97308,110792,194965,200343,214139,215210,216410,227204,233230,240731,243117,249986,252962,277848,282964,287526,293795,302715,319312,321422,364962,370246,386971,400117,402766,443987,486085,592826,598730,604477,606594,630761,638320,665810,825088,840334,890978,913687,1020551,1053669,1066253,1153080,1223565,1262969,1312499,1331169,1379212,1522773,1553208,1733592,1735391,1871232,1901816,1923110,2089432,2983327,3068316,3104648,3490640,3816512,3910489,3951311,4225330,4335551,5400381,5793295,6001131,7237525,8204171,8677283,8719243,10496512,10663945,12419712,14106260,16117137,20356145"
151210,2ni,"1315,1759,4066,7936,11541,13346,15120,42255,47106,73598,200269,477268,949179,2820557,6205217,7783288,21954933"
151224,aishek,"745,93595,192221,842700,870859,2323027,33197580"
151225,ciryon,"6504,26854,67230,105722,187211,195606,417496,459733"
151226,andunix,*
151228,priidikvaikla,"130476,143698,194640,893499"
151241,Zordrak,6210214
151247,netresearch,*
151249,ziligy,"658,4802,44164,49262,58962,132234,135203,181436,235645,474246,543363,570797,853032,919717,969662,1342803,1426799,1812953,2433376,2466701,2584705,2663148,3148319,3411015,4692391,5126193,5963974,6403910,7947442,8294550,13002929,15152540,17236908,19255527,26156999,26525777,28312141,30598399,31050875,35352046,35516944"
151251,grinderrz,"8780,31295"
151262,jpsirois,"22,325,404,887,1521,1615,1772,1877,2723,3390,4303,5007,5213,11348,12637,12890,20173,20675,21211,22726,23230,23858,24278,25254,27001,32292,33770,35856,39191,40774,42218,43325,47833,51664,51953,59797,74385,81942,86659,91115,93895,96554,101037,103882,107367,110953,111141,128755,129220,138526,143380,143817,147585,159290,166943,170270,173322,176013,176324,179065,182217,200646,202231,203992,224132,224311,230541,232993,265901,281353,366193,378023,398893,413878,417203,425073,433913,436043,455745,464900,487322,538801,548755,591759,617989,642856,666524,696693,700834,725332,744426,751944,801045,833231,861964,867435,867471,867843,886683,1009783,1017304,1047845,1068749,1072295,1094774,1119991,1148262,1283783,1465878,1500684,1576342,1610985,1697311,1816705,1919498,2000502,2723149,3275574,4458174,5113504,6059948,6391776,6692932,7294504,8658997,9736003,10501855,11327812,12309400,12545547,19258184,19669636,77077373"
151263,CrossEye,"15368463,772580,522231,66812,16347,911911,285899,545689,28562,12632,38546,1848287,4146563,262641,674,383,307871,32871,17715,654530,4403,1075861,716260"
151264,charlieyan,7018422
151271,steam0r,"167265,879706,11309895"
151272,glenjamin,*
151273,medvecky,"7949,123274,3137518,12825190,18360871,24800915,30101196,42040943,42721087,51517739,57686227"
151280,bradleyd,"3117,44898,394599,576796,2762688,2967351"
151291,hjkl,*
151299,xmajox,"38177,46673,81978,117676,208790,289244,352718,588446,829224,878494,3370823,9575992"
151300,comfuture,"4732,9343724,225376,8413605,18487241,17793088,10399430,2557813,1913005,484290,579366,2032880,6687193,6902005,1451365,5793796,3623695,5671786,4168436,11239348,17870294,3346407,52967,323836,55561,1160498,1113499,949936,787236,573768,447006,440375,424089,310898,249795,221114,157128,145585,140049,124117,117840,47262,47143,45249,37918,27381,20171,19982,12431,7396,4886,4880"
151302,herrold,"2432,8460,9986,17334,18504,46673,48891,77482,83456,85202,139987,148955,166845,181073,206480,222407,252259,363703,388198,413867,466380,489170,563900,589414,595591,640350,643926,706761,728893,728971,755451,828537,831999,843863,900887,928812,1023193,1153602,1156994,1214161,1240038,1380891,1682693,1692983,1753315,1835471,1973519,2130260,2892835,3802646,5722442,6020637,6341845,6709482,7151704,7384655,7603770,10902647,13386732,13576874,13752564,15219316,19499446"
151304,scottfalkingham,"458809,786020,1742711,6157867,9583456"
151311,alvincrespo,"4,1377,7358,12610,12631,17980,20542,38546,39191,44229,52870,66993,69861,69888,97080,100200,101513,105698,108273,110101,110953,115316,175836,191758,214227,242139,318208,360198,361421,374170,376414,390392,416209,454813,475621,516914,524783,563690,709375,794263,810438,817739,838533,906774,929443,999523,1131196,1206678,1564556,2083532,2106129,2621887,2781943,5003903,5161283,5631405,6261877,7355874,12424987"
151313,mcherifi,"3748,6995,25402,26057,28896,48200,61721,68894,72895,86922,376661,383080,501746,569071,582821,679319,735360,922665,1000203,1075956,1175548,1413609,1630542,1650581,1757675,1757711,1813669,1845905,2048991,2182108,2884292,3084554,3118362,3173961,3286724,4238766,5082092,5129564,5232577,7364615,8340060,8948950,9367754,9979523,10708977,10961397,11720929,13198583,13505090,13567128,15414923,16179243,20082141,20604835,23224190,23503484,23704964,30639221,42269554,47587012,50452432"
151326,joaohelio,*
151329,mvlbarcelos,"113947,674790,900174,1123322,4546722"
151335,waruqi,"19265420,60144291,34336047,15981538,651105,7599318,34888354,396972,70011,1232553,2458265,29597,68175497,1462973,571265,68182575,27437334,15972674,2106987,5711185,7830161,120415,99316,38699109,747051,79528,4231088,4486497,4121607,1479315,1779595,4079821,82228,12605189,21570804,521513,633973,4755689,712896,3592681,159488,12094621,30497633,11244877,5249338,21478687,26767803,7762949,8735296,4663648,7284063,5249992,5954907,19665524,596620,153633,53799235,44369810,350427,875316,6493255,46086153,3014247,1148717,26833060,762529,31799599,5638719,9522648,87268,16160067,194129,779050,1241087,2473291,142265,1175567,406394,508075,3538226,1622188,17651856,2451044,30377970,8484884,952783,1950733,38570712,25499721,61794300,8305679,1682716,127971,245621,582021,1152872,30801537,917142,1498135,98387,5516298,427546,378,49262,5766837,249247,2096572,351468,4710575,7038315,1185757,74571,672982,6491301,1665677,322030,12994887,3002461,13850064,10835354,8778759,3030665,9478918,639601,19859882,7894100,1145161,5738175,11855760,241128,33342705,3837291,18690588,611171,42310255,677393,11607199,4659186,31794870,3871120,24586233,7312949,839283,33931153,33706142,4643257,12001846,3468031,1519747,6490144,515813,173661,28882257,825729,24770600,9855671,21115737,15553840,359395,1235045,52851,28216801,19276459,3295627,5887036,8132944,2336827,133019,20428192,994036,478921,20310214,2146880,19505844,4662685,34121033,41500739,875715,747136,496664,8273213,52621436,127987,8858472,6843,1920586,5143386,9599,5598009,4661301,4233744,3670578,9287,600573,11426022,5213431,500451,635902,1802104,1404747,5512552,64966195,4116536,194842,2619634,3040472,4222370,632455,3920290,382813,216080,6358735,3671074,144372,25324935,5436704,2166039,1535445,13128580,47400,618615,1940490,4048656,17825669,18422727,7450402,39457738,142891,18900732,23090578,7337301,735197,6047864,10933044,557033,190846,1990953,2213682,80071,3388663,6756180,306482,1024025,8225057,56241,20535341,25881154,991986,1484494,1898153,787808,57263989,416322,31443074,6500147,2311313,11496526,2217633,4338041,6553256,8697363,5715368,3952613,396124,13158903,7929704,4100485,131660,12691466,2842176,12387889,454498,131846,4351180,6309961,3391170,411832,173412,1050213,1857647,116235,814772,11807870,1555092,4568646,106511,4025699,8778898,4226954,39620323,5080126,17328747,8335303,97253,3008098,1820645,89353,1998410,19563593,878009,1911623,2017766,507615,7021113,3541708,5081921,2946214,13694393,12657670,181213,970828,65632,5118864,8557737,19834515,7000305,5646684,80,6167329,48503,444820,7262715,18230652,89262,10757132,559179,29705076,1911334,7654269,7038072,20609017,4957678,718242,12997869,12016012,16443498,19755759,5566981,9208588,10068955,2901935,5498964,579363,10633817,107834,1540855,905434,324764,11427,6523345,4046248,24620442,13142418,4887715,329480,29170562,16853738,11069271,19810561,24190781,8459347,3354360,10825609,2705841,2135728,4652694,369393,13294474,1026848,7804535,66577,11238870,17942323,773569,22837557,9403405,1672927,8784712,1579850,1730073,233907,914496,2238185,4744976,7001047,1060042,3889523,3035071,4507840,5785188,13973525,627917,499550,7369112,7720570,729648,27765,102436"
151335,waruqi,"4486497,4121607,1479315,1779595,4079821,82228,12605189,21570804,521513,633973,4755689,712896,3592681,159488,12094621,30497633,11244877,5249338,21478687,26767803,7762949,8735296,4663648,7284063,5249992,5954907,19665524,596620,153633,53799235,44369810,350427,875316,6493255,46086153,3014247,1148717,26833060,762529,31799599,5638719,9522648,87268,16160067,194129,779050,1241087,2473291,142265,1175567,406394,508075,3538226,1622188,17651856,2451044,30377970,8484884,952783,1950733,38570712,25499721,61794300,8305679,1682716,127971,245621,582021,1152872,30801537,917142,1498135,98387,5516298,427546,378,49262,5766837,249247,2096572,351468,4710575,7038315,1185757,74571,672982,6491301,1665677,322030,12994887,3002461,13850064,10835354,8778759,3030665,9478918,639601,19859882,7894100,1145161,5738175,11855760,241128,33342705,3837291,18690588,611171,42310255,677393,11607199,4659186,31794870,3871120,24586233,7312949,839283,33931153,33706142,4643257,12001846,3468031,1519747,6490144,515813,173661,28882257,825729,24770600,9855671,21115737,15553840,359395,1235045,52851,28216801,19276459,3295627,5887036,8132944,2336827,133019,20428192,994036,478921,20310214,2146880,19505844,4662685,34121033,41500739,875715,747136,496664,8273213,52621436,127987,8858472,6843,1920586,5143386,9599,5598009,4661301,4233744,3670578,9287,600573,11426022,5213431,500451,635902,1802104,1404747,5512552,64966195,4116536,194842,2619634,3040472,4222370,632455,3920290,382813,216080,6358735,3671074,144372,25324935,5436704,2166039,1535445,13128580,47400,618615,1940490,4048656,17825669,18422727,7450402,39457738,142891,18900732,23090578,7337301,735197,6047864,10933044,557033,190846,1990953,2213682,80071,3388663,6756180,306482,1024025,8225057,56241,20535341,25881154,991986,1484494,1898153,787808,57263989,416322,31443074,6500147,2311313,11496526,2217633,4338041,6553256,8697363,5715368,3952613,396124,13158903,7929704,4100485,131660,12691466,2842176,12387889,454498,131846,4351180,6309961,3391170,411832,173412,1050213,1857647,116235,814772,11807870,1555092,4568646,106511,4025699,8778898,4226954,39620323,5080126,17328747,8335303,97253,3008098,1820645,89353,1998410,19563593,878009,1911623,2017766,507615,7021113,3541708,5081921,2946214,13694393,12657670,181213,970828,65632,5118864,8557737,19834515,7000305,5646684,80,6167329,48503,444820,7262715,18230652,89262,10757132,559179,29705076,1911334,7654269,7038072,20609017,4957678,718242,12997869,12016012,16443498,19755759,5566981,9208588,10068955,2901935,5498964,579363,10633817,107834,1540855,905434,324764,11427,6523345,4046248,24620442,13142418,4887715,329480,29170562,16853738,11069271,19810561,24190781,8459347,3354360,10825609,2705841,2135728,4652694,369393,13294474,1026848,7804535,66577,11238870,17942323,773569,22837557,9403405,1672927,8784712,1579850,1730073,233907,914496,2238185,4744976,7001047,1060042,3889523,3035071,4507840,5785188,13973525,627917,499550,7369112,7720570,729648,27765,102436"
